	chr	source	feature	start	end	score	strand	frame	attribute	close_sites
18594	1	havana	gene	9576427	9576985	.	+	.	" ""AL954705.1"""	[]
18597	1	ensembl_havana	gene	9588911	9614877	.	+	.	" ""TMEM201"""	[]
18679	1	ensembl_havana	gene	9651731	9729114	.	+	.	" ""PIK3CD"""	[]
18956	1	havana	gene	9652610	9654586	.	-	.	" ""PIK3CD-AS1"""	[]
18960	1	havana	gene	9660828	9662626	.	-	.	" ""AL691449.1"""	[]
18964	1	havana	gene	9672426	9687555	.	-	.	" ""PIK3CD-AS2"""	[]
18969	1	ensembl_havana	gene	9729026	9824526	.	-	.	" ""CLSTN1"""	[]
19134	1	havana	gene	9780822	9781240	.	+	.	" ""MZT1P1"""	[]
19138	1	ensembl_havana	gene	9826289	9828271	.	-	.	" ""AL357140.3"""	[]
19143	1	ensembl_havana	gene	9848276	9910336	.	-	.	" ""CTNNBIP1"""	[]
19206	1	havana	gene	9848318	9850154	.	+	.	" ""AL357140.1"""	[]
19211	1	havana	gene	9900614	9908034	.	+	.	" ""AL357140.4"""	[]
19216	1	ensembl_havana	gene	9922113	9943407	.	-	.	" ""LZIC"""	[]
19294	1	havana	gene	9942923	9949974	.	+	.	" ""AL357140.2"""	[]
19298	1	ensembl_havana	gene	9943428	9985501	.	+	.	" ""NMNAT1"""	[]
19356	1	ensembl	gene	9947318	9947636	.	+	.	" ""RN7SKP269"""	[]
19359	1	havana	gene	9950572	9960787	.	-	.	" ""TMEM274P"""	[]
19366	1	mirbase	gene	9967381	9967458	.	+	.	" ""MIR5697"""	[]
19369	1	havana	gene	9983141	9984568	.	+	.	" ""AL603962.1"""	[]
19373	1	ensembl_havana	gene	9997206	10016021	.	+	.	" ""RBP7"""	[]
19402	1	ensembl_havana	gene	10032832	10181239	.	+	.	" ""UBE4B"""	[]
19646	1	havana	gene	10054445	10054781	.	-	.	" ""AL590639.1"""	[]
19649	1	havana	gene	10058671	10059648	.	+	.	" ""PGAM1P11"""	[]
19653	1	ensembl	gene	10163268	10163374	.	+	.	" ""RNU6-828P"""	[]
19656	1	ensembl_havana	gene	10210805	10381603	.	+	.	" ""KIF1B"""	[]
20306	1	mirbase	gene	10227718	10227803	.	+	.	" ""AL358013.1"""	[]
20309	1	ensembl	gene	10298966	10299072	.	+	.	" ""RNU6-37P"""	[]
20312	1	ensembl	gene	10306465	10306757	.	+	.	" ""RN7SL731P"""	[]
20315	1	havana	gene	10381906	10387150	.	-	.	" ""AL139424.3"""	[]
20325	1	havana	gene	10395416	10397432	.	+	.	" ""AL139424.2"""	[]
20338	1	ensembl_havana	gene	10398592	10420511	.	+	.	" ""PGD"""	[]
20459	1	havana	gene	10429881	10430677	.	-	.	" ""AL139424.1"""	[]
20462	1	ensembl_havana	gene	10430102	10452153	.	+	.	" ""CENPS-CORT"""	[]
20532	1	havana	gene	10430433	10442808	.	+	.	" ""CENPS"""	[]
20580	1	ensembl_havana	gene	10449719	10451902	.	+	.	" ""CORT"""	[]
20590	1	ensembl_havana	gene	10456522	10472529	.	-	.	" ""DFFA"""	[]
20638	1	havana	gene	10458555	10459338	.	+	.	" ""AL354956.1"""	[]
20642	1	ensembl_havana	gene	10472288	10630758	.	+	.	" ""PEX14"""	[]
20689	1	havana_tagene	gene	10612222	10616452	.	-	.	" ""AL139423.2"""	[]
20693	1	ensembl	gene	10616836	10617115	.	+	.	" ""RN7SL614P"""	[]
20696	1	ensembl_havana	gene	10636604	10796650	.	-	.	" ""CASZ1"""	[]
20816	1	havana	gene	10639241	10654333	.	+	.	" ""AL139423.1"""	[]
20820	1	havana	gene	10895761	10895998	.	+	.	" ""HSPE1P24"""	[]
20823	1	ensembl_havana	gene	10946471	10982037	.	-	.	" ""C1orf127"""	[]
20910	1	havana	gene	10990978	10991797	.	-	.	" ""CFL1P6"""	[]
20914	1	ensembl_havana	gene	11012344	11026420	.	+	.	" ""TARDBP"""	[]
21310	1	havana	gene	11012662	11030528	.	+	.	" ""AL109811.3"""	[]
21372	1	ensembl_havana	gene	11026523	11047239	.	-	.	" ""MASP2"""	[]
21422	1	havana	gene	11029659	11030528	.	+	.	" ""AL109811.2"""	[]
21428	1	ensembl_havana	gene	11054584	11060020	.	-	.	" ""SRM"""	[]
21491	1	ensembl_havana	gene	11066618	11099869	.	-	.	" ""EXOSC10"""	[]
21657	1	havana	gene	11068471	11073097	.	+	.	" ""AL109811.1"""	[]
21661	1	havana	gene	11099675	11102100	.	+	.	" ""EXOSC10-AS1"""	[]
21668	1	ensembl_havana	gene	11106535	11262551	.	-	.	" ""MTOR"""	[]
21876	1	havana	gene	11143898	11149537	.	+	.	" ""MTOR-AS1"""	[]
21887	1	ensembl	gene	11152350	11152452	.	+	.	" ""RNU6-537P"""	[]
21890	1	ensembl_havana	gene	11189355	11195981	.	+	.	" ""ANGPTL7"""	[]
21910	1	ensembl	gene	11226254	11226360	.	+	.	" ""RNU6-291P"""	[]
21913	1	havana	gene	11232963	11233112	.	+	.	" ""RPL39P6"""	[]
21916	1	ensembl_havana	gene	11273206	11296049	.	+	.	" ""UBIAD1"""	[]
21957	1	havana	gene	11278616	11279351	.	-	.	" ""UBE2V2P3"""	[]
21961	1	havana	gene	11311734	11319093	.	-	.	" ""AL031291.1"""	[]
21967	1	havana	gene	11425257	11425821	.	-	.	" ""MTCYBP45"""	[]
21970	1	ensembl_havana	gene	11479155	11537551	.	+	.	" ""DISP3"""	[]
22036	1	havana	gene	11500803	11502016	.	-	.	" ""AL590989.1"""	[]
22040	1	havana	gene	11609468	11613358	.	+	.	" ""LINC01647"""	[]
22045	1	havana	gene	11623558	11643416	.	+	.	" ""AL031731.1"""	[]
22049	1	ensembl_havana	gene	11637018	11655785	.	-	.	" ""FBXO2"""	[]
22103	1	ensembl_havana	gene	11654375	11663327	.	+	.	" ""FBXO44"""	[]
22245	1	ensembl_havana	gene	11664200	11674354	.	+	.	" ""FBXO6"""	[]
22279	1	ensembl_havana	gene	11674480	11691650	.	-	.	" ""MAD2L2"""	[]
22441	1	ensembl_havana	gene	11691710	11725857	.	+	.	" ""DRAXIN"""	[]
22461	1	ensembl_havana	gene	11736084	11754802	.	+	.	" ""AGTRAP"""	[]
22619	1	ensembl_havana	gene	11761787	11789585	.	+	.	" ""C1orf167"""	[]
22759	1	havana	gene	11777077	11779619	.	-	.	" ""AL953897.1"""	[]
22764	1	ensembl_havana	gene	11785723	11806920	.	-	.	" ""MTHFR"""	[]
23092	1	ensembl_havana	gene	11806096	11848079	.	+	.	" ""CLCN6"""	[]
23355	1	ensembl	gene	11843812	11843984	.	+	.	" ""AL021155.3"""	[]
23358	1	ensembl	gene	11845549	11845697	.	+	.	" ""AL021155.4"""	[]
23361	1	ensembl_havana	gene	11845709	11848345	.	-	.	" ""NPPA"""	[]
23397	1	ensembl	gene	11847442	11847549	.	+	.	" ""AL021155.2"""	[]
23400	1	ensembl_havana	gene	11857464	11858945	.	-	.	" ""NPPB"""	[]
23412	1	havana	gene	11877770	11880406	.	+	.	" ""AL021155.1"""	[]
23415	1	havana	gene	11907940	11914298	.	+	.	" ""AL021155.5"""	[]
23434	1	ensembl	gene	11908152	11908271	.	+	.	" ""RNU5E-1"""	[]
23437	1	ensembl	gene	11909808	11909927	.	-	.	" ""RNU5E-4P"""	[]
23440	1	ensembl_havana	gene	11919591	11926428	.	-	.	" ""KIAA2013"""	[]
23474	1	ensembl_havana	gene	11934205	11975538	.	+	.	" ""PLOD1"""	[]
23587	1	havana_tagene	gene	11979533	11980127	.	-	.	" ""AL096840.2"""	[]
23590	1	ensembl_havana	gene	11980181	12013514	.	+	.	" ""MFN2"""	[]
23700	1	havana	gene	12017216	12017308	.	-	.	" ""AL096840.1"""	[]
23703	1	ensembl_havana	gene	12019466	12032045	.	+	.	" ""MIIP"""	[]
23763	1	ensembl	gene	12024012	12024124	.	-	.	" ""Y_RNA"""	[]
23766	1	mirbase	gene	12029158	12029222	.	+	.	" ""MIR6729"""	[]
23769	1	ensembl	gene	12036740	12037014	.	-	.	" ""RN7SL649P"""	[]
23772	1	ensembl_havana	gene	12063303	12144207	.	+	.	" ""TNFRSF8"""	[]
23894	1	ensembl	gene	12077881	12077984	.	-	.	" ""RNU6-777P"""	[]
23897	1	havana	gene	12080293	12080547	.	-	.	" ""RPL23AP89"""	[]
23900	1	havana	gene	12088441	12092264	.	-	.	" ""AL357835.1"""	[]
23906	1	mirbase	gene	12166943	12167038	.	+	.	" ""MIR7846"""	[]
23909	1	ensembl_havana	gene	12166991	12209228	.	+	.	" ""TNFRSF1B"""	[]
23963	1	mirbase	gene	12191713	12191773	.	+	.	" ""MIR4632"""	[]
23966	1	havana	gene	12220794	12221109	.	-	.	" ""RPL10P17"""	[]
23969	1	ensembl	gene	12221148	12221271	.	-	.	" ""SNORA70"""	[]
23972	1	ensembl_havana	gene	12230030	12512047	.	+	.	" ""VPS13D"""	[]
24618	1	ensembl	gene	12507246	12507397	.	+	.	" ""SNORA59A"""	[]
24621	1	havana	gene	12527724	12528420	.	+	.	" ""LINC02766"""	[]
24625	1	ensembl_havana	gene	12567910	12618210	.	-	.	" ""DHRS3"""	[]
24668	1	ensembl	gene	12569972	12570072	.	-	.	" ""RNU6ATAC18P"""	[]
24671	1	mirbase	gene	12578957	12579023	.	-	.	" ""MIR6730"""	[]
24674	1	havana	gene	12618900	12619244	.	-	.	" ""AC254633.1"""	[]
24677	1	ensembl_havana	gene	12644547	12667086	.	+	.	" ""AADACL4"""	[]
24690	1	havana	gene	12692909	12693020	.	+	.	" ""AC244670.1"""	[]
24693	1	ensembl_havana	gene	12716110	12728760	.	+	.	" ""AADACL3"""	[]
24711	1	ensembl_havana	gene	12746200	12763699	.	+	.	" ""C1orf158"""	[]
24739	1	ensembl_havana	gene	12774841	12777906	.	+	.	" ""PRAMEF12"""	[]
24751	1	ensembl_havana	gene	12791397	12796628	.	+	.	" ""PRAMEF1"""	[]
24768	1	havana	gene	12822686	12823159	.	-	.	" ""LINC01784"""	[]
24772	1	ensembl_havana	gene	12824605	12831410	.	-	.	" ""PRAMEF11"""	[]
24786	1	havana	gene	12838125	12841357	.	-	.	" ""PRAMEF30P"""	[]
24792	1	ensembl_havana	gene	12847408	12848725	.	-	.	" ""HNRNPCL1"""	[]
24801	1	ensembl_havana	gene	12857086	12861909	.	+	.	" ""PRAMEF2"""	[]
24815	1	ensembl_havana	gene	12879212	12886201	.	-	.	" ""PRAMEF4"""	[]
24829	1	ensembl_havana	gene	12892896	12898270	.	-	.	" ""PRAMEF10"""	[]
24843	1	ensembl_havana	gene	12916610	12920482	.	+	.	" ""PRAMEF7"""	[]
24867	1	ensembl	gene	12922554	12922660	.	+	.	" ""RNU6-1072P"""	[]
24870	1	havana	gene	12926162	12928253	.	+	.	" ""PRAMEF29P"""	[]
24874	1	ensembl_havana	gene	12938472	12947580	.	-	.	" ""PRAMEF6"""	[]
24901	1	havana	gene	13029339	13032130	.	+	.	" ""PRAMEF28P"""	[]
24906	1	ensembl_havana	gene	13049476	13056491	.	-	.	" ""PRAMEF27"""	[]
24920	1	ensembl_havana	gene	13060869	13062229	.	+	.	" ""HNRNPCL3"""	[]
24930	1	ensembl_havana	gene	13068677	13077884	.	+	.	" ""PRAMEF25"""	[]
24957	1	havana	gene	13095179	13097971	.	-	.	" ""PRAMEF34P"""	[]
24962	1	havana	gene	13104403	13105689	.	-	.	" ""PRAMEF35P"""	[]
24966	1	ensembl_havana	gene	13115488	13116854	.	-	.	" ""HNRNPCL2"""	[]
24976	1	havana	gene	13128818	13131615	.	+	.	" ""PRAMEF36P"""	[]
24984	1	havana	gene	13146981	13147460	.	-	.	" ""AC245056.1"""	[]
24988	1	ensembl_havana	gene	13148905	13155961	.	-	.	" ""PRAMEF26"""	[]
25002	1	ensembl_havana	gene	13164586	13165467	.	-	.	" ""HNRNPCL4"""	[]
25008	1	ensembl_havana	gene	13172455	13179464	.	+	.	" ""PRAMEF9"""	[]
25022	1	ensembl_havana	gene	13196188	13201409	.	-	.	" ""PRAMEF13"""	[]
25045	1	ensembl_havana	gene	13222705	13226106	.	-	.	" ""PRAMEF18"""	[]
25056	1	havana	gene	13245863	13248652	.	+	.	" ""PRAMEF31P"""	[]
25061	1	ensembl_havana	gene	13254212	13263314	.	+	.	" ""PRAMEF5"""	[]
25075	1	havana	gene	13273539	13275627	.	-	.	" ""PRAMEF32P"""	[]
25079	1	ensembl	gene	13279125	13279231	.	-	.	" ""RNU6-771P"""	[]
25082	1	ensembl_havana	gene	13281035	13285174	.	-	.	" ""PRAMEF8"""	[]
25119	1	ensembl_havana	gene	13303539	13308907	.	+	.	" ""PRAMEF33"""	[]
25133	1	ensembl_havana	gene	13315581	13322598	.	+	.	" ""PRAMEF15"""	[]
25147	1	havana	gene	13324039	13324518	.	+	.	" ""AC243961.1"""	[]
25151	1	ensembl_havana	gene	13341892	13347134	.	-	.	" ""PRAMEF14"""	[]
25168	1	ensembl_havana	gene	13369067	13371900	.	-	.	" ""PRAMEF19"""	[]
25178	1	ensembl_havana	gene	13389632	13392629	.	+	.	" ""PRAMEF17"""	[]
25190	1	ensembl_havana	gene	13410450	13421328	.	+	.	" ""PRAMEF20"""	[]
25215	1	ensembl_havana	gene	13474973	13514003	.	-	.	" ""LRRC38"""	[]
25225	1	havana	gene	13513220	13516270	.	+	.	" ""AL354712.1"""	[]
25230	1	havana	gene	13555001	13555694	.	+	.	" ""BRWD1P1"""	[]
25234	1	ensembl_havana	gene	13583465	13617957	.	+	.	" ""PDPN"""	[]
25429	1	ensembl	gene	13623184	13623284	.	-	.	" ""RNA5SP41"""	[]
25432	1	havana	gene	13657311	13659910	.	-	.	" ""AL359771.1"""	[]
25436	1	ensembl	gene	13696070	13696199	.	-	.	" ""AL359771.2"""	[]
25439	1	ensembl_havana	gene	13700198	13825079	.	+	.	" ""PRDM2"""	[]
25629	1	ensembl_havana	gene	13892792	15118043	.	+	.	" ""KAZN"""	[]
25820	1	ensembl	gene	14124233	14124335	.	-	.	" ""RNU6-1265P"""	[]
25823	1	havana	gene	14221887	14304445	.	-	.	" ""AL357873.1"""	[]
25833	1	havana	gene	14338825	14419973	.	-	.	" ""KAZN-AS1"""	[]
25872	1	havana	gene	14692129	14692613	.	-	.	" ""TBCAP2"""	[]
25876	1	havana_tagene	gene	14774469	14777727	.	-	.	" ""AL031293.1"""	[]
25880	1	havana	gene	15111815	15153618	.	-	.	" ""TMEM51-AS1"""	[]
25910	1	ensembl_havana	gene	15152532	15220478	.	+	.	" ""TMEM51"""	[]
25981	1	ensembl_havana	gene	15164344	15171317	.	-	.	" ""C1orf195"""	[]
25988	1	havana	gene	15191828	15192845	.	-	.	" ""AL035405.1"""	[]
25992	1	havana	gene	15226373	15227549	.	+	.	" ""AL391094.1"""	[]
25996	1	ensembl_havana	gene	15247272	15400283	.	+	.	" ""FHAD1"""	[]
26401	1	havana	gene	15326680	15343876	.	-	.	" ""AL031283.2"""	[]
26405	1	havana	gene	15334166	15335464	.	-	.	" ""AL031283.3"""	[]
26409	1	havana	gene	15402979	15409433	.	-	.	" ""AL031283.1"""	[]
26418	1	ensembl_havana	gene	15409888	15430339	.	+	.	" ""EFHD2"""	[]
26445	1	ensembl_havana	gene	15438442	15449242	.	+	.	" ""CTRC"""	[]
26493	1	ensembl_havana	gene	15456728	15472091	.	+	.	" ""CELA2A"""	[]
26523	1	ensembl_havana	gene	15465909	15491395	.	+	.	" ""CELA2B"""	[]
26565	1	ensembl_havana	gene	15490832	15526534	.	-	.	" ""CASP9"""	[]
26747	1	ensembl_havana	gene	15526813	15592379	.	+	.	" ""DNAJC16"""	[]
26954	1	ensembl	gene	15542165	15542304	.	+	.	" ""SCARNA21B"""	[]
26957	1	havana	gene	15565611	15565956	.	-	.	" ""AL121992.3"""	[]
26960	1	ensembl_havana	gene	15571699	15585051	.	-	.	" ""AGMAT"""	[]
26980	1	havana	gene	15586136	15603626	.	-	.	" ""AL121992.1"""	[]
26984	1	havana	gene	15604597	15605043	.	+	.	" ""CHCHD2P6"""	[]
26987	1	ensembl	gene	15608078	15608145	.	-	.	" ""RNU7-179P"""	[]
26990	1	havana	gene	15614643	15614867	.	-	.	" ""CD24P1"""	[]
26993	1	ensembl_havana	gene	15617458	15669044	.	+	.	" ""DDI2"""	[]
27060	1	havana	gene	15659869	15661722	.	+	.	" ""RSC1A1"""	[]
27066	1	havana	gene	15682873	15683128	.	-	.	" ""AL121992.2"""	[]
27069	1	ensembl_havana	gene	15684320	15734769	.	+	.	" ""PLEKHM2"""	[]
27219	1	havana	gene	15720312	15736896	.	-	.	" ""AL450998.3"""	[]
27235	1	ensembl_havana	gene	15736258	15741392	.	+	.	" ""SLC25A34"""	[]
27259	1	havana	gene	15740051	15749896	.	-	.	" ""SLC25A34-AS1"""	[]
27263	1	ensembl_havana	gene	15742499	15747982	.	+	.	" ""TMEM82"""	[]
27285	1	ensembl_havana	gene	15756607	15786594	.	+	.	" ""FBLIM1"""	[]
27474	1	havana	gene	15792796	15793285	.	+	.	" ""RPL12P14"""	[]
27477	1	ensembl_havana	gene	15807169	15809348	.	-	.	" ""UQCRHL"""	[]
27485	1	havana	gene	15828232	15828669	.	+	.	" ""AL450998.1"""	[]
27488	1	havana	gene	15834474	15848147	.	-	.	" ""AL450998.2"""	[]
27492	1	ensembl_havana	gene	15847707	15940456	.	+	.	" ""SPEN"""	[]
27560	1	havana	gene	15917698	15917908	.	-	.	" ""AL034555.1"""	[]
27563	1	ensembl_havana	gene	15941869	15976132	.	-	.	" ""ZBTB17"""	[]
27744	1	havana	gene	15969632	15970194	.	+	.	" ""AL355994.4"""	[]
27747	1	havana	gene	15988182	15988441	.	+	.	" ""AL355994.1"""	[]
27750	1	havana	gene	15989140	15989375	.	-	.	" ""AL355994.5"""	[]
27753	1	havana	gene	15989871	15994751	.	+	.	" ""TBC1D3P6"""	[]
27763	1	ensembl_havana	gene	16004236	16008807	.	+	.	" ""SRARP"""	[]
27773	1	havana	gene	16006160	16006671	.	-	.	" ""AL355994.3"""	[]
27777	1	ensembl_havana	gene	16014028	16019594	.	-	.	" ""HSPB7"""	[]
27847	1	ensembl_havana	gene	16018875	16034050	.	+	.	" ""CLCNKA"""	[]
28028	1	havana	gene	16035178	16040029	.	-	.	" ""AL355994.2"""	[]
28035	1	ensembl_havana	gene	16043736	16057308	.	+	.	" ""CLCNKB"""	[]
28157	1	ensembl_havana	gene	16057769	16073651	.	-	.	" ""FAM131C"""	[]
28184	1	ensembl_havana	gene	16124337	16156069	.	-	.	" ""EPHA2"""	[]
28237	1	havana	gene	16155211	16157329	.	+	.	" ""AL451042.2"""	[]
28241	1	havana	gene	16159266	16161883	.	+	.	" ""AL451042.1"""	[]
28245	1	havana	gene	16197854	16198357	.	+	.	" ""ARHGEF19-AS1"""	[]
28249	1	ensembl_havana	gene	16197854	16212652	.	-	.	" ""ARHGEF19"""	[]
28329	1	havana	gene	16215909	16228027	.	-	.	" ""ANO7L1"""	[]
28355	1	havana	gene	16228674	16231335	.	-	.	" ""AL109627.1"""	[]
28358	1	ensembl_havana	gene	16231692	16237183	.	-	.	" ""CPLANE2"""	[]
28383	1	havana	gene	16241213	16241398	.	-	.	" ""MT1XP1"""	[]
28386	1	ensembl_havana	gene	16246840	16352480	.	-	.	" ""FBXO42"""	[]
28436	1	ensembl_havana	gene	16352575	16398145	.	+	.	" ""SZRD1"""	[]
28524	1	havana	gene	16369150	16369530	.	-	.	" ""RPL22P3"""	[]
28527	1	ensembl_havana	gene	16387117	16437424	.	-	.	" ""SPATA21"""	[]
28643	1	ensembl_havana	gene	16440721	16460078	.	+	.	" ""NECAP2"""	[]
28820	1	havana	gene	16460948	16468481	.	+	.	" ""LINC01772"""	[]
28824	1	havana	gene	16467436	16499257	.	-	.	" ""CROCCP3"""	[]
28882	1	ensembl	gene	16514122	16514285	.	-	.	" ""RNU1-1"""	[]
28885	1	havana	gene	16514645	16515754	.	+	.	" ""AL137802.2"""	[]
28888	1	havana	gene	16515034	16521788	.	+	.	" ""AL137802.3"""	[]
28893	1	havana	gene	16520694	16521796	.	+	.	" ""AL137802.1"""	[]
28897	1	ensembl_havana	gene	16533886	16536172	.	-	.	" ""LINC01783"""	[]
28904	1	ensembl	gene	16534081	16534224	.	-	.	" ""RNU1-6P"""	[]
28907	1	havana	gene	16548651	16552531	.	-	.	" ""AL355149.1"""	[]
28912	1	ensembl_havana	gene	16562319	16613562	.	-	.	" ""NBPF1"""	[]
29095	1	havana	gene	16617391	16617729	.	+	.	" ""AL137798.1"""	[]
29098	1	havana	gene	16618253	16657232	.	-	.	" ""CROCCP2"""	[]
29170	1	havana	gene	16642767	16643109	.	-	.	" ""AL137798.3"""	[]
29174	1	havana	gene	16645622	16650289	.	+	.	" ""MST1P2"""	[]
29194	1	havana	gene	16656879	16667524	.	+	.	" ""AL137798.2"""	[]
29199	1	ensembl	gene	16666785	16666948	.	-	.	" ""RNU1-3"""	[]
29202	1	havana	gene	16681097	16688749	.	-	.	" ""AL021920.2"""	[]
29209	1	havana	gene	16685621	16686055	.	-	.	" ""EIF1AXP1"""	[]
29212	1	havana	gene	16687339	16720157	.	-	.	" ""ESPNP"""	[]
29233	1	havana	gene	16701546	16705594	.	+	.	" ""AL021920.1"""	[]
29238	1	havana	gene	16739938	16750589	.	-	.	" ""AL021920.3"""	[]
29243	1	ensembl_havana	gene	16740273	16972964	.	+	.	" ""CROCC"""	[]
29473	1	havana	gene	16740280	16750968	.	+	.	" ""CROCCP4"""	[]
29482	1	ensembl	gene	16740516	16740679	.	+	.	" ""RNU1-4"""	[]
29485	1	havana	gene	16754910	16770237	.	-	.	" ""MST1L"""	[]
29545	1	havana	gene	16851257	16853129	.	-	.	" ""BX284668.1"""	[]
29555	1	havana	gene	16855407	16859284	.	+	.	" ""BX284668.3"""	[]
29560	1	mirbase	gene	16858949	16859021	.	-	.	" ""MIR3675"""	[]
29563	1	ensembl_havana	gene	16870945	16883659	.	+	.	" ""BX284668.2"""	[]
29594	1	ensembl	gene	16873708	16873851	.	+	.	" ""RNU1-5P"""	[]
29597	1	havana	gene	16887577	16889706	.	-	.	" ""BX284668.5"""	[]
29618	1	havana	gene	16889095	16889602	.	+	.	" ""BX284668.4"""	[]
29621	1	ensembl	gene	16895980	16896143	.	+	.	" ""RNU1-2"""	[]
29624	1	havana	gene	16904339	16904776	.	-	.	" ""BX284668.6"""	[]
29627	1	ensembl_havana	gene	16974502	16980632	.	-	.	" ""MFAP2"""	[]
29697	1	havana_tagene	gene	16976302	16977792	.	+	.	" ""AL049569.2"""	[]
29701	1	havana	gene	16978926	17005091	.	+	.	" ""AL049569.1"""	[]
29705	1	ensembl_havana	gene	16985958	17011928	.	-	.	" ""ATP13A2"""	[]
30061	1	ensembl_havana	gene	17018722	17054170	.	-	.	" ""SDHB"""	[]
30135	1	ensembl_havana	gene	17066761	17119451	.	-	.	" ""PADI2"""	[]
30213	1	havana	gene	17189783	17197617	.	+	.	" ""LINC02783"""	[]
30223	1	havana	gene	17193232	17201733	.	-	.	" ""AL590644.1"""	[]
30230	1	ensembl_havana	gene	17205128	17246007	.	+	.	" ""PADI1"""	[]
30280	1	ensembl_havana	gene	17249098	17284233	.	+	.	" ""PADI3"""	[]
30318	1	mirbase	gene	17277889	17277975	.	+	.	" ""MIR3972"""	[]
30321	1	ensembl_havana	gene	17308195	17364004	.	+	.	" ""PADI4"""	[]
30386	1	ensembl_havana	gene	17372196	17401699	.	+	.	" ""PADI6"""	[]
30424	1	ensembl_havana	gene	17406760	17439677	.	-	.	" ""RCC2"""	[]
30488	1	havana	gene	17406760	17407382	.	+	.	" ""RCC2-AS1"""	[]
30492	1	ensembl_havana	gene	17539698	17697874	.	+	.	" ""ARHGEF10L"""	[]
30732	1	havana	gene	17717625	17749978	.	+	.	" ""LINC02810"""	[]
30751	1	ensembl_havana	gene	17755333	17827063	.	+	.	" ""ACTL8"""	[]
30772	1	havana	gene	18015712	18045612	.	+	.	" ""AL357509.1"""	[]
30778	1	havana	gene	18065657	18074412	.	+	.	" ""LINC01654"""	[]
30783	1	ensembl_havana	gene	18107798	18378483	.	+	.	" ""IGSF21"""	[]
30826	1	havana	gene	18109389	18115861	.	+	.	" ""AL365209.1"""	[]
30829	1	havana	gene	18166929	18179346	.	-	.	" ""IGSF21-AS1"""	[]
30835	1	havana	gene	18385829	18388514	.	+	.	" ""AL591896.1"""	[]
30839	1	ensembl_havana	gene	18480982	18486126	.	+	.	" ""KLHDC7A"""	[]
30846	1	havana	gene	18513118	18513383	.	+	.	" ""DYNLL1P3"""	[]
30849	1	havana	gene	18595414	18595636	.	+	.	" ""AL031737.1"""	[]
30852	1	ensembl_havana	gene	18630846	18748866	.	+	.	" ""PAX7"""	[]
30918	1	ensembl_havana	gene	18839599	18859682	.	-	.	" ""TAS1R2"""	[]
30935	1	ensembl_havana	gene	18871430	18902724	.	-	.	" ""ALDH4A1"""	[]
31096	1	mirbase	gene	18883202	18883275	.	-	.	" ""MIR4695"""	[]
31099	1	mirbase	gene	18897071	18897148	.	-	.	" ""MIR1290"""	[]
31102	1	ensembl_havana	gene	18904280	18956676	.	-	.	" ""IFFO2"""	[]
31154	1	havana	gene	19072110	19075511	.	-	.	" ""AL137127.1"""	[]
31157	1	ensembl_havana	gene	19074510	19210266	.	-	.	" ""UBR4"""	[]
31650	1	havana	gene	19210501	19240704	.	+	.	" ""EMC1-AS1"""	[]
31654	1	ensembl_havana	gene	19215660	19251527	.	-	.	" ""EMC1"""	[]
31879	1	ensembl_havana	gene	19251805	19260128	.	+	.	" ""MRTO4"""	[]
31909	1	havana	gene	19260521	19262307	.	-	.	" ""AL035413.2"""	[]
31913	1	ensembl_havana	gene	19265982	19274194	.	-	.	" ""AKR7L"""	[]
31987	1	ensembl_havana	gene	19282573	19288770	.	-	.	" ""AKR7A3"""	[]
32007	1	havana	gene	19297080	19297903	.	+	.	" ""AL035413.1"""	[]
32011	1	ensembl_havana	gene	19303965	19312146	.	-	.	" ""AKR7A2"""	[]
32076	1	ensembl	gene	19305076	19305182	.	-	.	" ""RNU6-1099P"""	[]
32079	1	ensembl_havana	gene	19312326	19329300	.	+	.	" ""SLC66A1"""	[]
32200	1	ensembl_havana	gene	19338775	19485539	.	-	.	" ""CAPZB"""	[]
32339	1	ensembl	gene	19424384	19424671	.	+	.	" ""RN7SL277P"""	[]
32342	1	ensembl_havana	gene	19484403	19629821	.	+	.	" ""MICOS10"""	[]
32420	1	ensembl	gene	19510593	19510733	.	+	.	" ""RNU4-28P"""	[]
32423	1	havana	gene	19591802	19596832	.	-	.	" ""AL031727.2"""	[]
32427	1	ensembl_havana	gene	19596979	19658456	.	+	.	" ""NBL1"""	[]
32595	1	ensembl_havana	gene	19597067	19656927	.	+	.	" ""MICOS10-NBL1"""	[]
32655	1	havana	gene	19608114	19608568	.	+	.	" ""AL031727.1"""	[]
32658	1	ensembl_havana	gene	19664875	19680966	.	+	.	" ""HTR6"""	[]
32670	1	ensembl_havana	gene	19682213	19799945	.	-	.	" ""TMCO4"""	[]
32783	1	ensembl_havana	gene	19814029	19815283	.	-	.	" ""RNF186"""	[]
32791	1	havana	gene	19814367	19819502	.	+	.	" ""AL391883.1"""	[]
32795	1	ensembl_havana	gene	19882395	19912945	.	+	.	" ""OTUD3"""	[]
32824	1	ensembl_havana	gene	19920009	19923617	.	-	.	" ""PLA2G2E"""	[]
32838	1	ensembl	gene	19970969	19971269	.	+	.	" ""RN7SL304P"""	[]
32841	1	ensembl_havana	gene	19975431	19980416	.	-	.	" ""PLA2G2A"""	[]
32916	1	ensembl_havana	gene	20028179	20091911	.	+	.	" ""PLA2G5"""	[]
32990	1	ensembl_havana	gene	20111939	20119566	.	-	.	" ""PLA2G2D"""	[]
